App,Review,Sentiment,Rating,Date,Language
BNA Mbanking,"Application médiocre, on n'arrive pas à ajouter des bénéficiaires pour effectuer les virements en ligne à part les autres bugs !!",Negative,1,2023-01-02 12:06:57,fr
BNA Mbanking,Les bénéficiaires sont seulement exécutables sur ordinateur il ya plus de 2 mois.,Negative,1,2022-12-26 17:48:37,fr
BNA Mbanking,Je n'arrive pas a ajouter un destinataire dans la rubrique virement. Prière de corriger. Merci,Neutral,3,2022-12-19 19:43:43,fr
BNA Mbanking,Mauvaise application ! Même la version web elle est mauvaise !,Negative,1,2022-12-01 09:05:32,fr
BNA Mbanking,Les offres sur le site internet et en agence ne correspondent pas à la réalité. Des offres non disponible ou des informations erronée. Il faut tour vérifié avec cette banque.,Negative,1,2022-11-16 22:52:48,fr
BNA Mbanking,شبيها ماتخدمش اليوم موش معقول الخدمات هاذي,Negative,1,2022-11-01 12:35:27,tnar
BNA Mbanking,MÉDIOCRE! Cet app n'est pratique dés que la première utilisation. Les couleurs à l'interieurs sont catastrophique.,Negative,1,2022-10-26 10:47:10,fr
BNA Mbanking,C indispensable tres pratique est necessaire je la recommande bien,Positive,5,2022-09-30 16:25:17,fr
BNA Mbanking,تطبيقة جيدة لكنها تتعطل أحيانا,Positive,4,2022-09-25 11:36:10,ar
BNA Mbanking,Très bien,Positive,5,2022-09-22 19:53:44,fr
BNA Mbanking,"Trés mauvaise application que je reconnu dans ma vie: -Accés tres difficile - Impossible de se connecter dés la premiere fois - Message ""erreur inatendu"" a chaque accées - Temps d'attente (aprés la saisie de nom utulisateur et mot de passe) trés long - Services trés limités € L' Utilisation de cet application => gaspiyage de temps et de l'argent",Negative,1,2022-09-06 12:02:06,fr
BNA Mbanking,Bien,Positive,5,2022-09-02 14:50:19,fr
BNA Mbanking,L'application n'est pas disponible,Negative,5,2022-08-16 20:10:26,fr
BNA Mbanking,Une bonne application,Positive,5,2022-07-06 11:02:23,fr
BNA Mbanking,pas mal,Positive,3,2022-07-05 00:07:23,fr
BNA Mbanking,Application pratique,Positive,5,2022-07-04 20:46:52,fr
BNA Mbanking,Bravo,Positive,5,2022-07-03 04:58:04,fr
BNA Mbanking,Excellente,Positive,5,2022-06-29 23:20:26,fr
BNAPAY,"Application nulle, toute les fonctionnalités utiles de la version e-banking ne sont plus disponibles. Pas de consultation de compte ni des actions et des virements, c'est une apk destinée pour une sélection restreinte d'utilisateurs.",Negative,1,2023-11-19 15:35:18,fr
BNAPAY,"Dès la première utilisation, il y a eu des problèmes d'inscription et d'utilisation. Je pense vraiment que c'est une application qui a échoué!!",Negative,1,2023-11-07 08:42:44,fr
BNAPAY,J'ai commencé l'inscrit avec mon numero personnel mais à la fin pour la confirmation il m'a envoyé un sms sur un autre numéro et qui ne m'appartient pas. j'ai contacté mon agence et l'agence télécom et un autre numéro que j'ai trouvé sur l'application mais rien ne s'est passé.,Negative,1,2023-10-17 14:49:32,fr
BNAPAY,Null,Negative,1,2023-04-18 10:15:30,fr
BNAPAY,أريد الاطلاع على حسابي ، كيف أفعل ؟,Neutral,3,2023-01-11 12:00:58,ar
BNAPAY,Mediocre,Negative,1,2022-12-24 19:22:42,fr
BNAPAY,Très mauvaise application J'ai essayé de m inscrire une centaine de fois Opération refusée sans explication,Negative,1,2022-11-21 15:23:43,fr
BNAPAY,Nulle de chez nul c de l argent bloque.,Negative,1,2022-10-17 06:44:58,fr
BNAPAY,رائعة بما فيه الكفاية,Positive,3,2022-10-02 00:18:16,ar
BNAPAY,Marche bien après la dernière mise à jour,Positive,3,2022-09-12 10:25:05,fr
BNAPAY,Tres bien,Positive,5,2022-09-09 14:38:38,fr
BNAPAY,Excellent.,Positive,5,2022-09-03 19:23:05,fr
BNAPAY,Opération refusé.. application fechla 3alle5er,Negative,1,2022-09-03 08:29:45,fr
BNAPAY,ممتازة,Positive,5,2022-09-02 20:09:05,fr
BNAPAY,bug a l'inscription nul nul,Negative,1,2022-09-02 15:59:44,fr
BNAPAY,Elle bug dès l'inscription à plusieurs reprises. Ya mwarrini wa9t el paiement chissir !!,Negative,1,2022-09-02 14:50:35,fr
BNAPAY,تسهل عمليات السحب و تسهلك معاملاتك و ترتاح من مشكلة الكارت إلي تتشد في الموزع و مشكلة عدم قراءة الموزع للبطاقة البنكية بسبب إهتراءها.,Positive,5,2022-09-01 18:56:40,tnar
BNAPAY,Il me dit que ma carte bancaire est invalide,Negative,1,2022-06-22 16:25:34,fr
BNAPAY,Il me demande de m'inscrire et au final il demande de m'inscrire au mobile paiement et aucune indication où et quoi faire,Negative,1,2022-06-22 15:56:31,fr
BNAPAY,لا يعمل,Negative,1,2023-07-26 20:02:57,ar
BNAPAY,شكرا,Negative,2,2022-09-23 13:25:32,ar
BHNETMOBILE,"Worst app ever.. a serious bank app shouldn't be this bad.. Slow..buggy..I have to manually log in every time, and it keeps forgetting my finger print !",Negative,1,2023-10-30 22:51:58,en
BHNETMOBILE,Très bonne application qui unis l'util à l'agréable,Positive,5,2024-01-01 13:56:39,fr
BHNETMOBILE,"Application très très limitée juste pour jeter un coup d'oeil sur vos comptes et encore, un chèque qui rentre on ne même pas savoir lequel pas de suivis par numéro juste des codes pour tous les chèques, pas la possibilité de faire un virement pas la possibilité de consulter le cours du jour de devises bref, j'écrirai un journal avec tout ce qui manque à cette application allez-y inspirez vous au moins de l'application BIAT pour moi résidente à l'étranger ça peut être décisif",Negative,1,2023-11-21 13:38:40,fr
BHNETMOBILE,"Agréable cette application, simplement agréable pour consulter le solde de son compte, j'aime bien la fonctionnalité de graphique permettant de visualiser l'évolution de son solde au cours de 3 derniers mois, j'ai hâte de voir les nouvelles fonctionnalités que seront ultérieurement ajoutés.",Positive,5,2023-11-15 20:37:52,fr
BHNETMOBILE,Application très archaïque Ya un décalage de 15 jours entre le solde du compte reele et celui sur l'application.je vois pas l'utilité enplus c'est payant 30d par ans .quelle arnaque regardez vous concernant c gratuit biat .. non parlant pas des applications en France .pauvre pays,Negative,1,2023-10-25 10:32:40,fr
BHNETMOBILE,meilleur design et parcours,Positive,5,2023-10-20 17:50:53,fr
BH mPay,Numero de carte est incorrecte souvent,Negative,1,2022-09-07 22:49:32,fr
BH mPay,هذه التطبيقية لا تعمل,Negative,1,2022-09-07 22:46:36,ar
BH mPay,"Application non fonctionnelle avec un Message d'erreur: ""veuillez verifier le numéro de votre carte bancaire"" malgré le numero est correct!! Il faut rectifier ce problème !",Negative,1,2022-08-27 22:33:08,fr
BH mPay,"On me demande de vérifier le numéro de la carte alors que c'est un bon numéro, vérifier n fois.",Negative,2,2022-06-25 13:31:45,fr
BH mPay,"Application formidable pour paiement mobile, paiement facture, envoie d'argent, j'adore ça.",Positive,5,2023-11-15 20:13:22,fr
BH mPay,مڨحولة.. ما ننصحكمش بيها Tout simplement سراق,Negative,1,2023-08-27 15:24:51,tnar
BH mPay,Problème d ajout carte bancaire pour alimenter ma carte wallet ...,Negative,1,2023-06-14 07:56:50,fr
BH mPay,Ça ce bloque lors du dernier étape d'inscription. Sans aucun message d'erreur,Negative,1,2023-06-01 11:57:27,fr
BH mPay,Je ne peut pas mettre carte wallet par default .,Negative,1,2022-12-18 04:47:08,fr
BH mPay,Non fonctionnel,Negative,1,2022-12-12 17:40:07,fr
BH mPay,De nimporte qoi cette application ..des amateurs cest pas un service boncaire.la honte devant d17 ou sobflous,Negative,1,2022-12-08 03:08:07,fr
BH mPay,L'application ne marche plus pour plusieurs utilisateurs Elle reste bloquée sur la première fenêtre d'accueil.,Negative,1,2022-12-07 08:56:26,fr
BH mPay,A chaque fois ils me demande verifier le numero de la carte bancaire alors que c est le bon,Negative,1,2022-11-29 11:54:52,fr
BH mPay,Nullllllll,Negative,1,2022-10-19 13:38:41,fr
BH mPay,Merci de m'indiquer comment je peux alimenté Wallet,Negative,5,2022-10-17 11:13:19,fr
BH mPay,"Lors de l'inscription, il me dit que le numéro est effectivement utilisé. Lorsque je le saisis pour me connecter, il me dit de m'inscrire car le numéro n'est pas enregistré",Negative,1,2022-10-06 22:20:04,fr
BH mPay,On peut pas faire passer l'argent du wallet au compte bancaire. Du grand n'importe quoi,Negative,3,2022-10-06 22:08:44,fr
BH mPay,l'application fiable ....enfin,Negative,1,2022-09-17 21:04:20,fr
BH mPay,On ne peut pas editer son profil nom prénom... en plus quand est ce que on aura une application pour suivre nos comptes et faciliter nos transactions sans déplacement vivement le temps du numérique,Negative,2,2022-09-09 19:42:55,fr
BH mPay,Nul.?,Negative,1,2022-09-05 18:24:53,fr
BH mPay,Je n'arrive pas à compléter mon inscription. J'ai toujours le même message vérifier la numéro de votre carte. Alors que le numéro est correcte.,Negative,1,2022-08-05 17:41:02,fr
BH mPay,J'ai mis toutes les infos nécessaire même le numéro du carte bancaire et ça bloque toujours au dernier niveau Que dois je faire?,Negative,1,2022-08-04 00:38:31,fr
BH mPay,Tjs archaïque. Tans que la BH est étatique rien ne marche correctement. Pour les banques privées ça fonctionne depuis longtemps,Negative,1,2022-07-25 20:45:48,fr
BH mPay,enfin un produit très attendu transfert et paiements via mobile sont devenus possibles,Positive,5,2022-07-22 11:22:18,fr
BH mPay,ça ne fonctionne pas il demande toujours de verifier le numero de la carte,Negative,1,2022-07-11 06:21:31,fr
BH mPay,Ca n'accepte pas le numéro de carte,Negative,1,2022-07-07 10:47:48,fr
BH mPay,Ça ne fonctionne pas,Negative,1,2022-06-29 21:04:10,fr
BH mPay,"Ça ne fonctionne pas, ça bloque sur le contrôle de numéro de carte alors que c'est correctement saisi...",Negative,1,2022-06-24 10:55:15,fr
BH mPay,Impossible !,Negative,1,2022-06-23 13:50:11,fr
BH mPay,"Simple, sécurisé et gratuit Merci Bh Bank",Positive,5,2022-02-12 11:34:24,fr
BH mPay,EXCELLENT,Positive,5,2021-12-28 10:38:35,fr
Amen Mobile,La derniere version est impeccable. Beaucoup plus developpée que l'ancienne. Bravo,Positive,5,2023-11-24 20:47:23,fr
Amen Mobile,"It was a 1 star rating because of the poor UI experience, but now the experience is way better than before, big visual update, nice work",Positive,5,2023-11-20 14:01:56,en
Amen Mobile,"Last update is perfect , I was waiting for such major update . Thanks.",Positive,5,2023-11-07 22:52:15,en
Amen Mobile,Inutile,Negative,1,2023-10-04 18:54:55,fr
Amen Mobile,2023 w mazlet application m3afta inshallah tehchmou aala rwehkom w tetwalhew beha w khw Banka rakom mouch hammas,Negative,1,2023-08-13 02:59:31,tnfr
Amen Mobile,Only 1 fonction in this app..!,Negative,1,2023-04-07 17:28:24,en
Amen Mobile,Pathétique.,Negative,1,2023-03-16 14:27:00,fr
Amen Mobile,Dernière mise a jour en 2017 ! Fi9ou el 3alem tar !,Negative,1,2023-03-06 13:18:27,tnfr
Amen Mobile,Application catastrophique. Non seulement le design est moche l'applicatif à bloqué mon compte car elle n'arrivait pas à se connecter correctement. En 2023 et on a une application comme ça ?!,Negative,1,2023-02-04 11:04:22,fr
Amen Mobile,App khayba yasser w qdima,Negative,1,2022-11-16 00:34:24,tnfr
Amen Mobile,Worst experience ever.,Negative,1,2022-09-05 21:49:41,en
Amen Mobile,Ne sert à rien. Je préfère utiliser le Web,Negative,1,2022-08-10 20:30:37,fr
Amen Mobile,Sorry for the one star cause it deserves 0 for sure. I hope u sit down and work on another app that it goes with this era cause ur so called app can be viable only if we still in the stone age.,Negative,1,2022-06-24 14:28:31,en
Amen Mobile,"Plssss, brass ommek, s'il te plaît hassnou fil interface m, clavier w ki node5lou marra 5alli session ouverte maa code de validation (empreinte Walla haja). Pour référence au moins na9llou alaa myBiat la perfection bsara7a tiir tiraan. Matnajjamech taamel innovation so na9el ya 5ouya. Vraiment vis services 8alyiin à ça ne vaut pas vraiment le coût. Madhebeya nbaddel la banque 8ir lbo5el w jma3et agence aouina sont hyper gentills w zid les agence fer8in ala ma produit zbela. Cordialement.",Negative,1,2022-06-03 11:30:06,tnfr
Amen Mobile,"It would have been a wise decision if u have chosen to drop this poor creation so called ""an app"" . Why we have to be always at the bottom of every field. Why we have to be like a mentally retarded state.?",Negative,1,2022-01-12 01:00:56,en
Amen Mobile,Azebbi!,Negative,1,2021-10-06 10:52:00,tnfr
Amen Mobile,Ça ne marche pas dès la première utilisation!!! En plus elle n'est jamais à jours !!! Et on paye 7dt hhhhhh the worst app ever seen !!!!!!!!,Negative,1,2021-08-30 15:27:15,fr
Amen Mobile,"Normally the department responsible for your digital communication should be held accountable publicly for future reference, if you have spent money for this application I should question the hole bank integrity in everything. Shame that can do better and have the means to do so yet you deliver this.",Negative,1,2021-08-24 15:17:11,en
Amen Mobile,zero hhh,Negative,1,2021-07-28 11:18:34,fr
Amen Mobile,Does this even work? This is probably the worst bank app in the world! Such a shame,Negative,1,2021-07-05 08:33:07,en
Amen Mobile,"Rarely seen worse, worst user experience ever and buggy who ever developed this should be fired and you should ask for your money back.",Negative,1,2021-05-19 11:37:58,en
Amen Mobile,Worst user interface has the feeling of a scam app,Negative,1,2021-03-08 11:44:13,en
Amen Mobile,"Très moche et archaïque, un clavier bizarre qui change l'emplacement des boutons à chaque fois !! Un étudiant en 1ère année Web Design aurait créé une application 1000 fois meilleure. C'est honteux de la part d'une banque qui gère des millions de dinars. C'est un manque de respect total pour ses clients. Sans parler des services catastrophiques dans certaines agences coté Menezah.",Negative,1,2021-03-06 01:58:32,fr
Amen Mobile,Poor designed app,Negative,1,2021-01-31 16:39:07,en
Amen Mobile,"Poorly designed app... disgusting UI and ridiculous login keyboard,... not compatible with modern features like fingerprint login, smart lock or face recognition. Plus it's 2021 and we're still unable to make a simple bank transfer using our smartphone. If I could give it 0 stars I wouldn't hesitate.",Negative,1,2021-01-13 15:21:53,en
Amen Mobile,"Application avec un design moche, ne supporte pas plusieurs comptes, ne supporte pas les gestionnaires des mots de passe tel que Samsung Pass, ne supporte pas l'authentification biométrique. Bref, application des années 1990, je préfère utiliser le site web même s'il ne supporte pas les terminaux mobiles. Un échec total.",Negative,1,2020-11-27 11:57:54,fr
Amen Mobile,Poor User Interface and poor user experience.,Negative,2,2020-08-14 17:02:10,en
Amen Mobile,"Null ,",Negative,1,2020-08-14 15:43:02,fr
Amen Mobile,The worst app i ever seen,Negative,1,2020-05-06 08:52:38,en
Amen Mobile,Identifiant non valide touts fois,Negative,1,2019-11-26 19:37:51,fr
Amen Mobile,"Je viens de la réinstaller, après 7 mois ! Toujours le même problème : connexion interrompue dès le démarrage ! Scandaleux..",Negative,1,2019-05-26 11:01:09,fr
Amen Mobile,c'est décevant d'avoir une application aussi moche avec une expérience utilisateur aussi décevante. On paye tout les mois 8DT pour un service aussi catastrophique. Va falloir vraiment prendre les choses en main et essayer de se rattraper au plus vite.,Negative,1,2019-05-15 01:43:13,fr
Amen Mobile,Débile,Negative,1,2019-02-11 19:21:29,fr
Amen Mobile,"Pas d'espace dans le clavier, serieux?",Negative,1,2018-11-13 12:59:31,fr
Amen Mobile,"When you start the app, it gives you a weird feeling: mixture of disgust, shock and sadness. It's really ugly. People who developed this thing have no clue about design.",Negative,1,2018-11-01 17:15:49,en
Amen Mobile,"Je ne peux pas accéder à mon compte depuis longtemps! ! Même les 
distributeurs sont hors services mais qu'est ce qu'il se passe?!!",Negative,1,2018-08-13 10:45:52,fr
Amen Mobile,Very bad,Negative,1,2018-03-12 17:25:29,en
Amen Mobile,Je suis choqué !!!! Les interfaces graphique sont  plus que mediocre !!! C'est ma premiére fois avec un tel niveau ... Si ton mot de passe contient un charactére (espace) aucune chance de faire un login Je pense depuis 1 mois de changer de banque et cette application as tous confirmer,Negative,1,2017-10-03 12:26:53,fr
Amen Mobile,"Interface pauvre, déprimante. Clavier avec des caractères spéciaux manquants etc... Aucune envie de l'utiliser.",Negative,1,2016-08-23 16:11:12,fr
Amen Mobile,Ne voyer,Negative,1,2023-12-28 17:30:14,fr
Amen Mobile,service waw,Positive,5,2023-12-27 17:29:36,fr
Amen Mobile,La nouvelle mise à jour est Top. Je vous encourage pour plus de fonctionnalité sur l'appli Bravo,Positive,5,2023-12-27 14:20:12,fr
Amen Mobile,application nulle nulle nulle,Negative,1,2023-12-19 20:24:11,fr
Amen Mobile,Non fonctionnel depuis la dernière mise à jour.,Negative,1,2023-11-29 05:37:37,fr
Amen Mobile,bravo. mise à jour bien réussie,Positive,5,2023-11-20 09:57:08,fr
Amen Mobile,Magnifique,Positive,5,2023-11-13 11:51:51,fr
Amen Mobile,Excellente application,Positive,5,2023-11-07 15:27:58,fr
Amen Mobile,Une application nulle avec beaucoup des bugs. Je trouve que c'est henteux de ne pas faire une mise à jour depuis 2017 pour une application bancaire,Negative,1,2023-10-28 23:51:57,fr
Amen Mobile,Application ne fonctionne pas depuis 4jr,Negative,1,2023-09-24 01:40:56,fr
Amen Mobile,Application nulle sur tous les plans,Negative,1,2023-09-06 10:21:46,fr
Amen Mobile,Une application qui ne sert a rien tout comme cette banque ou les gens qui y travaillent ne connaissent rien aux métiers de la banque,Negative,1,2023-07-12 14:57:41,fr
Amen Mobile,Nul,Negative,1,2023-05-03 12:36:17,fr
Amen Mobile,0 c'est la honte,Negative,1,2023-05-02 15:11:52,fr
Amen Mobile,Service moins que nul,Negative,1,2023-04-05 10:46:16,fr
Amen Mobile,Application inutile..,Negative,1,2023-01-23 10:04:15,fr
Amen Mobile,Ki zibi app,Negative,1,2023-01-18 17:01:28,tnfr
Amen Mobile,l'application est trop limitée et trop archaïque,Negative,1,2022-11-28 20:10:25,fr
Amen Mobile,Catastrophe toujours pas de connection service mediocre,Negative,1,2022-10-19 22:19:07,fr
Amen Mobile,Bien,Positive,5,2022-10-12 21:26:01,fr
Amen Mobile,Nul de chez nul.,Negative,1,2022-09-12 23:57:32,fr
Amen Mobile,Application très basique avec des frais énorme par rapport aux concurrents.... Merci de faire l'update,Negative,1,2022-07-23 20:42:36,fr
Amen Mobile,Application nul,Negative,1,2022-07-19 00:21:45,fr
Amen Mobile,Application nulle rien n’est fonctionne depuis plus d une semaine  et pas de résultat jusqu a ce jour,Negative,1,2022-07-11 16:13:25,fr
Amen Mobile,App null,Negative,1,2022-06-12 10:45:15,fr
Amen Mobile,"Une application 0 ,pas de mise à jour de données, on paye des frais pour une qualité très médiocre",Negative,1,2022-05-04 10:41:52,fr
Amen Mobile,"On dirait qu'elle vient d'une autre époque cette application. Nul . Et ça en dit pas mal sur Amen banque..c'est la pire application de banque mobile, et aucune reaction..les mêmes avis depuis 2017",Negative,1,2022-04-18 14:43:28,fr
Amen Mobile,Nule,Negative,1,2022-03-30 22:16:25,fr
Amen Mobile,كي وجوهكم,Negative,1,2022-02-03 17:17:10,tnar
Amen Mobile,Complètement nulle !!!! Vous devriez jeter un coup d oeil sur l aplli de l UIB,Negative,1,2021-11-16 11:43:48,fr
Amen Mobile,بنك حالة و سيبو علكم منو,Negative,1,2021-10-26 11:14:48,tnar
Amen Mobile,Il faut souffrir pour accéder à son compte à travers cette appli très mal développée.,Negative,1,2021-10-06 19:27:53,fr
Amen Mobile,application 3al 7it w bnk 3al 7ittttt,Negative,1,2021-09-29 14:27:30,tnfr
Amen Mobile,application 0000,Negative,1,2021-09-17 16:42:56,fr
Amen Mobile,L'application ne fonctionne pas,Negative,1,2021-08-31 12:10:42,fr
Amen Mobile,Application médiocre.,Negative,1,2021-08-19 07:27:17,fr
Amen Mobile,Nulllllllllllll,Negative,1,2021-08-16 08:39:03,fr
Amen Mobile,svp j'arrive pas à consulter l'application toujours connections interrompu,Negative,2,2021-08-02 15:00:54,fr
Amen Mobile,"Application ne fonctionnel de puis 3 jours, je vois pas l utilité de payer des frais mensuel pour application non fonctionnelle , merci de remédier à ce problème Comment je peut faire pour réinitialiser mon mot de pass amen mobile???",Negative,1,2021-07-31 15:15:25,fr
Amen Mobile,Application n'est plus fonctionnelle Il n'informe pas le client w3ykosso men ghadi lghadi,Negative,1,2021-07-27 14:33:21,fr
Amen Mobile,"Application mediocre, honte a vous",Negative,1,2021-07-22 15:28:39,fr
Amen Mobile,Je peux pas accéder à espace client application nuuuuule 00,Negative,1,2021-07-16 04:31:14,fr
Amen Mobile,اغلب البنوك تقدم هذه الخدمة عبر الإنترنت مجانية و بنك الأمان يقص 10 لاف كل شهر على هذه الخدمة,Negative,1,2021-07-13 16:56:59,tnar
Amen Mobile,application nul,Negative,1,2021-07-08 04:18:16,fr
Amen Mobile,Application nulle. full stop.,Negative,1,2021-06-19 11:13:54,fr
Amen Mobile,Bien,Positive,5,2021-06-17 20:07:11,fr
Amen Mobile,"Nulle, regardez les applications de la STB, biat ou tijari",Negative,1,2021-06-09 08:01:10,fr
Amen Mobile,"Nul nul, telle application telle banque",Negative,1,2021-05-30 09:37:54,fr
Amen Mobile,Très bien,Positive,5,2021-05-19 06:02:22,fr
Amen Mobile,application nulle,Negative,1,2021-05-15 06:33:00,fr
Amen Mobile,"L'accès à l'espace client n'est pas fonctionnel: clavier,mémoriser mot de passe",Negative,1,2021-05-13 20:23:04,fr
Amen Mobile,"Application très modeste, à enrichir",Negative,1,2021-04-06 13:48:15,fr
Amen Mobile,Application Zero 0,Negative,1,2021-02-12 18:07:17,fr
Amen Mobile,nulllllllle,Negative,1,2021-01-30 11:11:17,fr
Amen Mobile,Application nulle,Negative,1,2021-01-12 13:47:42,fr
Amen Mobile,super bank,Positive,5,2021-01-06 11:05:35,fr
Amen Mobile,Svp comment je connaître l'identifier et le mot de passe ?,Negative,1,2020-12-30 10:09:15,fr
Amen Mobile,C marche pas sur les téléphones portables!!!! C quoi son intérêt pour moi alors?,Negative,1,2020-12-18 11:54:26,fr
Amen Mobile,Application nulle !!!!!!!!!!! Amen bank vous êtes une bande d'arnaqueurs,Negative,1,2020-10-31 19:02:12,fr
Amen Mobile,و الله شيء يحشم هذا بالله تطبيق عاملينو بالله العظيم تمشي لبلدان اخرى و تشوفو الخدمات و التنظيم في التطبيقات تحشمو على رواحكم و زيد الحاجة الي تقهر انو بالفرنسية,Negative,1,2020-10-01 11:39:06,tnar
Amen Mobile,"Application nulle et ne fonctionne pas toujours, et pas de mis à jour depuis 2017 ?????",Negative,1,2020-09-05 21:41:05,fr
Amen Mobile,C'est la honte lol,Negative,1,2020-08-03 19:17:50,fr
Amen Mobile,"Cet application ne fonctionne qu'en activant du 4G, avec ADSL nn",Negative,1,2020-08-02 16:56:41,fr
Amen Mobile,Une application très limitée...rien ne fonctionne presque aussique de Maj depuis 2018,Negative,1,2020-07-29 13:46:13,fr
Amen Mobile,Ne fonctionne pas Pas de mise à jour depuis 2017 c'est honteux Ceci de la part d'une banque,Negative,1,2020-07-11 10:22:11,fr
Amen Mobile,Null,Negative,1,2020-06-01 18:52:11,fr
Amen Mobile,Une banque à éviter,Negative,1,2020-05-31 10:15:24,fr
Amen Mobile,Application nulle,Negative,1,2020-05-29 14:29:31,fr
Amen Mobile,Ne fonctionne pas,Negative,1,2020-05-11 18:05:48,fr
Amen Mobile,Tout simplement arnac za7 mm pas ya3mlou 7aja wyot9nouha kn reseau te9ef kn acces limitee,Negative,1,2020-05-10 15:12:21,tnfr
Amen Mobile,Application NUUUUUUUUULE,Negative,1,2020-04-22 11:24:28,fr
Amen Mobile,Comment faire pour savoir tousque j'ai dans mon compte,Positive,5,2020-04-15 09:01:59,fr
Amen Mobile,Très bonne,Positive,5,2020-04-12 16:38:55,fr
Amen Mobile,Rien ne fonctionne,Negative,2,2020-04-10 14:49:59,fr
Amen Mobile,At3is aplication mta3 bnka,Negative,1,2020-04-06 18:38:40,tnfr
Amen Mobile,Mauvaise application,Negative,2,2020-04-05 09:23:17,fr
Amen Mobile,Application très moyenne,Negative,2,2020-04-01 22:01:04,fr
Amen Mobile,Null,Negative,1,2020-03-31 09:51:48,fr
Amen Mobile,Bravo,Positive,5,2020-03-25 16:10:32,fr
Amen Mobile,بربي قولو لي وين نلقاها كلمة السر والا لازمني ناخذها من البنك,Negative,1,2020-03-19 14:14:21,tnar
Amen Mobile,Application nulle Ne fonctionne plus,Negative,1,2020-03-03 10:51:29,fr
Amen Mobile,مرسي,Positive,5,2020-02-20 10:59:11,tnar
Amen Mobile,Nul nul nul !!!!!!! Hata chay meyekhdem,Negative,1,2020-02-17 10:11:14,tnfr
Amen Mobile,Zéroooo,Negative,1,2020-01-22 11:00:28,fr
Amen Mobile,nul nul nul nul oooooooooh amen nul,Negative,1,2020-01-06 20:51:56,fr
Amen Mobile,Mauvaise application,Negative,1,2020-01-03 08:22:57,fr
Amen Mobile,Manque beaucoup des options Conception très basique Bug toujours Pas de mise à jours des données immédiat,Negative,1,2019-12-27 11:16:17,fr
Amen Mobile,c'est fatiguant il faut toujours désinstaller et réinstaller pour accèder au compte,Negative,2,2019-12-26 18:53:33,fr
Amen Mobile,A part que l'application est archaïque rien à dire ça ne marche pas du tout pour donner un avis,Negative,1,2019-12-07 04:43:22,fr
Amen Mobile,Nulllll je note zéro Pas de services pas de mise à jour,Negative,1,2019-11-27 22:57:08,fr
Amen Mobile,Heylaaaaa barchaaaaaaaa,Positive,5,2019-11-11 06:36:09,tnfr
Amen Mobile,nulle nulle nulle désinstalle directement apres installation,Negative,1,2019-10-11 17:41:56,fr
Amen Mobile,Application nule rien ne fonctionne.Les responsables au siège d'amen Bank non rien affaires pour leurs clients que Vous demander de déposer une demande .l'accès a l'application n'est pas fonctionnel (connections interompu). l'application ne sert a rien.,Negative,1,2019-10-11 13:52:45,fr
Amen Mobile,Marche plus,Negative,1,2019-09-27 20:32:08,fr
Amen Mobile,C'est injuste de ne pas pouvoir donner un zéro pour cette application !! C'est honteux,Negative,1,2019-09-26 14:37:05,fr
Amen Mobile,"Application nulle rien ne foctionne et comme toujours les respensables n'a rien a faire pour les clients , c'est vraiment null !!",Negative,1,2019-09-24 17:58:53,fr
Amen Mobile,excellente application,Positive,5,2019-09-22 12:38:26,fr
Amen Mobile,je comprends pas pourquoi j'arrive pas à accéder a l'espace personnel :(,Negative,1,2019-09-14 09:31:52,fr
Amen Mobile,L'accès à l'espace client n'est pas fonctionnel,Negative,3,2019-09-13 13:50:38,fr
Amen Mobile,C est pas du tous a jour mais grave !! Inutile,Negative,1,2019-09-04 11:57:24,fr
Amen Mobile,bien,Positive,2,2019-07-21 17:11:02,fr
Amen Mobile,Application nulle qui fonctionne jamais,Negative,1,2019-07-09 16:31:12,fr
Amen Mobile,excellent,Positive,5,2019-06-17 10:56:54,fr
Amen Mobile,très bien,Positive,5,2019-05-30 23:15:02,fr
Amen Mobile,C'est ne pas à jour,Negative,1,2019-04-02 08:32:22,fr
Amen Mobile,بعد 4 سنوات نجم نقللكم الي هذي احسن تطبيق و بنك. انلاين فيه كل شيء info de transaction card ...... virement avec signateur sms .. الحاجة الخاببة الوحيدة ما يعطيوش كرني شيكات هذه الحاجة الي خالاتني مهادش نستعمل الحساب,Positive,4,2019-02-21 12:44:14,tnar
Amen Mobile,Application nuuuuuul ne fonctionne pas,Negative,1,2019-02-11 12:52:38,fr
Amen Mobile,Application 3al 7it dima connexion interopu,Negative,1,2018-11-14 17:53:49,tnfr
Amen Mobile,Déçu app ne fonctionne plus,Negative,1,2018-10-30 22:20:22,fr
Amen Mobile,application nulle que ne fonctionne pas ! faites des mises à jour dormeur !!!,Negative,1,2018-10-25 14:46:18,fr
Amen Mobile,Ca marche parfaitement merci,Positive,5,2018-10-08 16:26:37,fr
Amen Mobile,Application actuellement ne fonctionne pas problème de connection...,Negative,2,2018-09-19 20:55:46,fr
Amen Mobile,Application en ce moment ne fonctionne pas problème (connexion interompu) je ne sais pas ou est le probleme,Negative,1,2018-09-07 22:31:17,fr
Amen Mobile,Ne fonctionne plus,Negative,1,2018-09-06 12:50:59,fr
Amen Mobile,Elle manque beaucoup des détails veuillez les rectifier a la prochaine mise a jour,Negative,2,2018-08-31 18:44:03,fr
